Row Label,County,Mary Yu,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in
KEN 33-2443,KI,63,303,19,82,0,0
SEA 36-1294,KI,229,735,219,449,0,1
SEA 36-1295,KI,115,337,100,219,0,4
SEA 36-1296,KI,115,303,78,194,0,1
SEA 36-1297,KI,99,298,83,183,0,1
SHL 32-0474,KI,111,383,74,191,0,6
SEA 36-1292,KI,138,356,80,220,0,2
SEA 37-1646,KI,108,457,41,151,1,1
SEA 37-1647,KI,217,669,130,349,0,2
SEA 36-1768,KI,108,331,93,201,0,0
ELIZABETH,KI,162,601,109,273,0,2
DUV 45-3218,KI,268,840,185,454,0,1
SEA 37-1643,KI,155,682,71,228,0,2
SEA 36-1764,KI,120,264,64,185,0,1
SEA 36-1765,KI,103,274,75,178,0,0
SEA 36-1766,KI,123,401,92,216,0,1
SEA 36-1767,KI,132,551,105,242,0,5
SEA 36-1760,KI,115,300,79,195,0,1
CARPENTER,KI,123,434,119,242,0,0
SEA 36-1762,KI,115,306,90,207,0,2
SEA 36-1763,KI,117,312,75,196,0,4
SEA 34-3175,KI,130,357,103,235,0,2
SEAVIEW,KI,134,393,84,221,0,3
SHL 32-0514,KI,166,534,146,312,0,0
KIR 45-2423,KI,295,726,157,453,0,1
DOUGLAS,KI,185,568,149,337,0,3
KIR 45-2421,KI,150,515,120,274,0,4
MILLIKIN,KI,245,650,162,422,0,15
COV 47-0566,KI,186,724,117,308,0,5
SHL 32-0519,KI,117,422,63,182,0,2
SEA 36-2129,KI,208,691,113,326,0,5
SEA 36-2126,KI,235,722,180,419,0,4
SEA 36-2125,KI,211,620,139,357,0,7
SEA 36-2121,KI,122,443,91,216,0,3
SEA 36-2120,KI,163,413,108,273,0,2
AUB 31-0042,KI,148,509,91,240,0,1
AUB 31-0047,KI,180,574,81,264,0,3
SHL 32-0401,KI,176,419,106,282,0,0
AUB 31-0048,KI,49,210,28,78,0,1
HANSEN,KI,184,505,123,308,0,1
STEVENS,KI,59,197,55,124,0,10
SEA 37-1616,KI,121,351,85,207,0,1
KIR 45-2962,KI,142,453,64,208,0,2
SHL 32-0609,KI,114,370,68,184,0,2
VINCENT,KI,110,411,100,210,0,0
KIR 45-2730,KI,192,686,104,298,0,2
M-I 41-2691,KI,127,516,70,202,0,5
SEA 43-2987,KI,59,673,38,97,0,0
SHL 32-0605,KI,147,422,107,255,0,1
DES 33-0272,KI,153,414,82,239,0,4
LFP 46-2763,KI,113,276,70,186,0,3
SEA 37-1608,KI,167,559,122,293,0,4
HOLIDAY LAKE,KI,112,299,81,193,0,0
RED 45-0936,KI,165,476,106,275,0,4
OSCEOLA,KI,184,557,147,336,0,5
NEUWAUKUM,KI,104,356,94,199,0,1
KEN 47-0229,KI,193,695,102,296,0,1
RNT 11-0983,KI,142,525,70,215,0,3
BEL 41-0101,KI,181,502,90,272,0,1
BEL 41-0103,KI,180,535,129,310,0,1
BEL 41-0102,KI,163,464,104,268,0,1
BEL 41-0106,KI,133,457,91,229,0,5
BEL 41-0109,KI,95,325,44,139,0,0
M-V 05-2857,KI,210,703,179,394,0,5
CORWIN,KI,283,817,211,498,0,4
BUR 34-0489,KI,180,445,146,327,0,1
SEA 37-1899,KI,125,338,68,195,0,2
RNT 11-3404,KI,134,556,96,232,0,2
BUR 34-0311,KI,188,464,78,268,0,2
SEA 37-1891,KI,116,304,77,193,0,0
SEA 37-1890,KI,254,581,156,412,0,2
SEA 37-1893,KI,193,445,90,287,0,4
SEA 37-1892,KI,235,594,124,360,0,1
SEA 37-1895,KI,196,604,156,356,0,4
SEA 37-1894,KI,138,433,118,259,0,3
SEA 37-1897,KI,209,881,106,320,0,5
SEA 37-1896,KI,146,410,110,258,0,2
B-D 05-0239,KI,173,560,111,284,0,0
AUB 47-3585,KI,101,374,51,152,0,0
BUR 34-0465,KI,76,228,56,132,0,0
KMR 46-0340,KI,174,443,132,306,0,0
SAM 45-3293,KI,217,661,162,382,0,3
SAM 45-3298,KI,179,523,114,297,0,4
SEA 36-1815,KI,186,453,87,273,0,0
KIR 01-3678,KI,120,349,71,193,0,2
BUR 33-0701,KI,194,722,93,291,0,4
SHL 32-0861,KI,226,696,98,331,0,7
BEL 41-0211,KI,136,373,90,229,0,3
BEL 41-0210,KI,101,367,84,186,0,1
TIMBER,KI,213,664,141,358,0,4
BEL 41-0219,KI,160,623,102,264,0,2
SEA 43-1351,KI,169,561,145,315,0,1
SEA 43-1350,KI,73,265,60,133,0,0
KEN 47-3190,KI,147,693,91,241,0,3
SEA 43-1352,KI,189,608,131,322,0,2
SEA 43-1355,KI,159,401,84,244,0,1
SEA 43-1354,KI,142,435,98,240,0,0
SEA 43-1357,KI,125,355,64,192,0,3
SEA 43-1359,KI,178,518,109,291,0,4
SEA 43-1358,KI,121,418,101,224,0,2
RED 48-3208,KI,103,415,53,156,0,0
ISS 05-3527,KI,169,587,76,249,0,4
B-D 05-2413,KI,148,466,132,284,0,4
SEA 46-1952,KI,92,281,87,179,0,0
SEA 46-1953,KI,115,236,59,175,0,1
SEA 46-1954,KI,112,282,90,203,0,1
SEA 46-1955,KI,179,558,107,289,0,3
SEA 46-1957,KI,214,553,140,354,0,0
SEA 46-1959,KI,290,703,196,491,0,5
RED 48-3664,KI,142,594,97,243,0,4
KEN 47-3537,KI,152,557,96,249,0,1
DIANE,KI,0,0,0,0,0,0
BERNICE,KI,180,601,56,240,0,4
KEN 47-3447,KI,67,248,39,107,0,1
KEN 47-2667,KI,121,528,53,176,0,2
RNT 11-1008,KI,163,662,96,264,0,5
RNT 11-1007,KI,76,315,72,149,0,1
RNT 11-1006,KI,112,453,80,194,0,2
RNT 11-1004,KI,84,317,57,141,0,0
RNT 11-1002,KI,83,332,57,142,1,1
FED 30-3096,KI,151,550,96,249,0,2
FED 30-3097,KI,263,720,163,429,0,3
FED 30-3094,KI,177,595,94,277,0,6
FED 30-3095,KI,119,501,51,173,0,3
FED 30-3092,KI,153,631,56,213,0,4
FED 30-3093,KI,146,612,74,221,0,1
FED 30-3090,KI,118,356,79,198,0,1
FED 30-3091,KI,259,552,127,388,0,2
SEA 46-2326,KI,151,574,120,271,0,0
SEA 46-2327,KI,117,381,73,190,0,0
SEA 46-2324,KI,133,432,101,237,0,3
SEA 46-2325,KI,162,405,77,242,0,3
SEA 46-2322,KI,163,532,115,281,0,3
SEA 46-2323,KI,170,554,138,310,0,2
FED 30-3098,KI,147,528,101,252,0,4
LFP 46-0517,KI,141,445,130,273,0,2
CHERRY VALLEY,KI,144,514,156,304,0,4
ISABELLA,KI,259,660,148,409,0,2
KIR 01-3422,KI,162,546,102,266,0,2
SEA 34-1461,KI,162,399,106,268,0,0
SEA 34-1460,KI,107,324,100,209,0,2
SEA 34-1463,KI,96,259,81,178,0,1
SEA 34-1462,KI,97,339,102,199,0,0
SEA 34-1465,KI,158,372,93,251,0,0
SEA 34-1464,KI,126,359,118,245,0,1
SEA 34-1467,KI,190,551,148,339,0,1
SEA 34-1466,KI,105,303,71,179,0,3
RED 48-2629,KI,179,648,111,295,0,5
RED 48-2628,KI,132,472,78,211,0,1
BUR 34-1192,KI,222,591,173,397,0,2
SEA 34-1489,KI,201,744,136,338,0,1
SEA 34-1488,KI,170,692,113,284,0,1
SEA 34-1482,KI,109,321,69,180,0,2
SEA 34-1481,KI,142,479,82,227,0,3
SEA 34-1480,KI,213,594,126,339,0,0
SEA 34-1487,KI,136,335,66,205,0,3
SEA 34-1486,KI,123,364,77,201,0,1
SEA 34-1485,KI,207,708,96,307,0,4
SEA 34-1484,KI,112,345,65,180,0,3
RNT 05-3698,KI,22,52,5,27,0,0
BUR 34-0913,KI,156,599,64,225,0,5
MAPLE HILLS,KI,242,719,145,391,1,3
SEA 46-2319,KI,182,506,141,323,0,0
SPRINKLE,KI,37,107,29,66,0,0
RNT 37-0969,KI,0,0,0,0,0,0
KMR 46-1095,KI,255,785,162,421,0,4
SEA 43-1265,KI,80,256,66,148,0,2
RNT 37-0967,KI,161,503,73,236,0,2
KEN 33-2618,KI,200,795,100,306,0,6
KEN 47-2485,KI,197,616,89,288,0,2
SEA 43-1264,KI,132,361,113,248,0,3
RNT 11-0719,KI,80,243,51,134,0,3
SEA 43-1267,KI,160,386,102,264,0,2
SHL 32-0319,KI,82,284,58,141,0,1
SEA 34-1534,KI,130,362,108,238,0,0
TOTEM,KI,14,70,17,31,0,0
FED 30-3078,KI,149,402,68,218,0,1
FED 30-3079,KI,173,508,85,260,0,2
ISS 41-2733,KI,277,843,178,462,0,7
DES 33-0911,KI,141,515,80,224,0,3
KIR 45-3109,KI,151,469,77,230,0,2
KIR 45-3450,KI,65,251,60,125,0,0
FED 30-3077,KI,127,339,73,202,0,2
AUB 47-0671,KI,202,785,121,329,0,6
SET 33-3059,KI,135,683,68,205,0,2
KEN 33-3670,KI,87,288,33,120,0,0
KINGLET,KI,133,532,93,227,0,1
SAM 45-3454,KI,71,233,44,116,0,1
DES 33-0682,KI,159,444,80,241,0,2
SEA 36-1751,KI,118,368,94,212,0,0
SEA 36-1750,KI,160,493,136,296,0,0
PIPELINE,KI,48,153,31,82,0,3
SEA 36-1752,KI,123,437,119,244,0,2
SEA 36-1755,KI,93,272,64,158,0,1
SEA 36-1754,KI,139,387,112,252,0,1
BOT 01-3661,KI,156,528,87,245,0,2
SEA 36-1756,KI,235,682,157,393,0,1
DES 33-2820,KI,110,393,54,164,0,0
SEA 36-1758,KI,146,351,99,246,0,1
SEA 43-2043,KI,102,292,91,193,0,0
SEA 43-2044,KI,103,350,80,186,0,3
SEA 43-2045,KI,113,315,75,189,0,1
SEA 43-2047,KI,213,662,186,403,0,4
MORGAN,KI,184,631,120,305,0,1
M-I 41-0787,KI,95,333,86,182,0,1
SNQ 05-3409,KI,249,787,147,399,0,3
MERRIHILL,KI,206,687,110,324,0,8
SHL 32-1021,KI,192,550,113,309,0,4
SHL 32-1020,KI,112,341,66,178,0,0
KMR 46-2462,KI,86,258,75,164,0,3
SEA 36-2149,KI,153,367,106,261,0,2
SEA 36-2134,KI,159,490,106,266,0,1
BROOKTRAILS,KI,198,564,147,347,0,2
SEA 36-2130,KI,152,388,88,243,0,3
SEA 36-2131,KI,259,851,193,453,0,1
SEA 36-2133,KI,191,698,154,348,0,3
RED 48-0942,KI,147,402,109,258,0,2
COUGAR MTN,KI,4,8,1,8,0,3
SEA 46-1312,KI,112,326,69,181,0,0
SEA 46-1313,KI,97,280,69,168,0,2
DES 33-0864,KI,116,317,87,204,0,1
SEA 46-1311,KI,117,427,80,198,0,1
SEA 46-1314,KI,106,330,104,210,0,0
KEN 47-0439,KI,187,585,120,309,0,2
SEA 36-1808,KI,105,275,50,156,0,1
SAM 41-2813,KI,185,567,151,337,0,1
M-V 05-3461,KI,206,779,140,352,0,6
SEA 36-1805,KI,131,473,107,239,0,1
SEA 36-1806,KI,157,598,123,281,0,1
SEA 36-1801,KI,224,896,165,391,0,2
SEA 36-1803,KI,91,298,87,178,0,0
RED 45-3584,KI,152,449,106,259,0,1
RED 48-0944,KI,134,375,79,217,0,4
SEA 36-3669,KI,93,349,62,157,0,2
ENM 31-3248,KI,259,732,179,442,0,4
ENM 31-3247,KI,189,682,132,323,0,2
ENM 31-3246,KI,68,264,57,127,0,2
KIR 45-2722,KI,183,626,111,296,0,2
YPT 48-1234,KI,130,411,120,250,0,0
YPT 48-1233,KI,144,401,81,226,0,1
ALDER SPRINGS,KI,199,550,146,349,0,4
SEA 36-2592,KI,101,352,100,205,0,4
EARLINGTON,KI,94,357,53,150,0,3
SEA 36-2590,KI,129,364,82,213,0,2
KEN 05-3375,KI,0,0,0,0,0,0
KIR 01-2767,KI,218,573,139,359,0,2
KIR 01-2762,KI,177,618,128,308,0,3
KIR 01-2768,KI,235,624,145,383,0,3
SHL 32-0897,KI,144,446,83,233,0,6
KEN 33-0603,KI,216,649,130,347,0,1
RED 48-0951,KI,127,379,95,223,0,1
RED 48-0950,KI,132,444,81,214,0,1
RED 48-0953,KI,259,758,152,418,0,7
RED 48-0952,KI,96,311,63,160,0,1
KELLY,KI,118,375,71,189,0,0
DUV 45-3219,KI,172,548,123,298,0,3
KEN 47-0238,KI,219,723,125,349,0,5
BEL 41-0116,KI,63,290,48,111,0,0
BEL 41-0117,KI,82,263,57,140,0,1
BEL 41-0114,KI,147,459,143,292,0,2
BEL 41-0112,KI,213,712,141,358,0,4
BEL 41-0113,KI,83,255,74,158,0,1
BEL 41-0110,KI,167,571,89,257,0,1
BEL 41-0111,KI,198,544,130,330,0,2
BEL 41-3312,KI,301,796,187,489,0,1
SEA 43-1784,KI,188,500,118,308,0,2
BEL 41-0119,KI,112,295,85,197,0,0
WELCOME LAKE,KI,358,735,217,578,0,3
SEA 34-1545,KI,131,422,91,224,0,2
SEA 36-3267,KI,142,548,73,219,0,4
SEA 37-1886,KI,192,523,100,293,0,1
CANDLEWOOD,KI,71,412,48,120,0,1
SEA 37-1885,KI,134,398,87,223,0,2
SEA 37-1882,KI,122,395,64,193,0,7
SEA 37-1883,KI,118,423,83,204,0,3
SEA 37-1880,KI,169,514,103,276,0,4
SEA 37-1881,KI,108,396,80,188,0,0
AUB 47-3591,KI,132,445,73,206,0,1
SEA 43-1780,KI,128,350,79,208,0,1
SEA 43-1781,KI,112,326,51,164,0,1
ELSIE,KI,252,726,136,393,0,5
SELLECK,KI,230,784,185,420,1,4
BEL 41-0203,KI,248,688,161,410,0,1
M-V 05-3482,KI,272,870,168,441,0,1
SEA 46-2370,KI,98,428,39,137,0,0
BUR 33-0289,KI,116,412,64,188,0,8
BEL 41-0205,KI,111,288,60,171,0,0
DIPPER,KI,205,675,138,346,0,3
BOT 01-3271,KI,141,431,87,229,0,1
SHL 32-0819,KI,133,411,77,211,0,1
SEA 36-1299,KI,140,425,115,260,0,5
SEA 43-1347,KI,254,726,179,435,0,2
SEA 43-1344,KI,153,452,138,292,0,1
NEW 41-3261,KI,173,503,91,267,0,3
SEA 43-1342,KI,153,366,83,237,0,1
BUR 34-1219,KI,188,530,155,345,0,2
SEA 43-1341,KI,220,499,131,351,0,0
WOD 45-2769,KI,245,748,193,444,0,6
SALAL,KI,125,359,99,225,0,1
SEA 43-1349,KI,111,359,118,231,0,2
SHL 32-0470,KI,143,413,114,258,0,1
B-D 05-2407,KI,260,838,184,447,0,3
SEA 46-1965,KI,122,292,68,190,0,0
BEL 48-1049,KI,128,344,84,215,0,3
SEA 46-1967,KI,195,497,121,320,0,4
SEA 46-1966,KI,91,234,50,144,0,3
SEA 46-1961,KI,111,272,70,182,0,1
SEA 46-1963,KI,84,278,68,152,0,0
SEA 36-2116,KI,118,299,84,202,0,0
PRESTON,KI,228,661,150,383,0,5
SEA 46-1969,KI,99,278,70,169,0,0
SEA 11-1641,KI,130,539,52,183,0,1
SEA 36-3319,KI,218,867,146,365,0,1
SEA 36-3318,KI,242,680,180,428,0,6
BUR 34-0295,KI,147,479,118,269,0,4
LYNX,KI,162,531,110,276,0,4
SHL 32-0921,KI,95,260,81,176,0,0
BUR 34-0298,KI,215,668,104,322,0,3
SEA 36-3317,KI,214,595,168,383,0,1
SEA 43-2853,KI,125,440,79,206,0,2
SEA 43-2852,KI,136,501,88,226,0,2
RANCH,KI,146,444,86,233,0,1
SEA 43-2113,KI,94,393,44,140,0,2
RNT 11-1015,KI,109,443,82,194,0,3
RNT 11-1011,KI,251,881,135,391,0,5
KEN 47-3275,KI,185,854,101,288,0,2
COTTAGE LAKE,KI,128,452,95,228,0,5
KIR 45-3668,KI,139,428,65,206,0,2
SEA 43-2058,KI,78,247,71,150,0,1
SHANGRI-LA,KI,132,394,100,233,0,1
SEA 37-1640,KI,202,738,91,293,0,0
RIVERSIDE,KI,114,396,104,220,0,2
SEA 43-1861,KI,248,750,180,432,0,4
LISABEULA,KI,160,467,145,309,0,4
SHL 32-0407,KI,229,661,155,386,0,2
LEAH,KI,188,661,127,319,0,4
HI-VALLEY,KI,323,829,209,542,0,10
RED 48-2636,KI,177,451,79,256,0,0
SEA 34-1477,KI,101,307,99,200,0,0
RED 48-2634,KI,136,389,95,231,0,0
RED 48-2635,KI,142,387,80,224,0,2
RED 48-2632,KI,72,225,58,130,0,0
RED 48-2633,KI,243,626,130,375,0,2
RED 48-2630,KI,150,394,105,257,0,2
SEA 34-1471,KI,180,492,123,305,0,2
SEA 34-1478,KI,92,253,70,163,0,1
SEA 34-1479,KI,127,313,72,200,0,1
SEA 43-2050,KI,144,442,75,222,0,3
HAAS,KI,101,303,96,199,0,2
SEA 36-1761,KI,104,309,87,193,0,2
SEA 34-1498,KI,206,668,120,330,0,4
SEA 34-1499,KI,166,483,119,289,0,4
SEA 43-2055,KI,60,322,52,113,0,1
SEA 34-1490,KI,143,437,90,235,0,2
SEA 34-1493,KI,209,722,107,320,0,4
SEA 34-1494,KI,159,536,102,265,0,4
SEA 34-1496,KI,218,826,166,389,0,5
RED 48-3548,KI,102,292,41,145,0,2
SEA 46-2267,KI,152,518,89,241,0,0
SEA 46-2266,KI,150,494,136,288,0,2
SEA 46-2264,KI,306,768,178,487,0,3
GRANDVIEW,KI,4,16,3,8,0,1
SEA 46-2261,KI,101,256,74,175,0,0
SEA 46-2260,KI,306,722,203,511,0,2
SILVER SPURS,KI,7,18,3,10,0,0
SNO PASS,KI,78,208,53,131,0,0
SEA 46-2269,KI,129,305,67,197,0,1
SEA 46-2268,KI,114,330,91,205,0,0
KEN 47-2477,KI,224,535,134,361,0,3
RNT 37-0991,KI,152,619,95,250,0,3
RNT 37-0999,KI,233,760,108,343,0,2
KEN 47-2708,KI,127,485,95,226,0,4
KEN 47-2709,KI,256,839,148,407,0,3
ISS 41-2692,KI,120,382,92,215,0,3
KEN 47-2704,KI,289,773,139,430,0,2
SAM 41-3214,KI,124,435,114,241,0,3
SAM 41-3215,KI,219,814,129,348,0,0
BLACK RIVER,KI,55,320,19,77,0,3
KEN 47-2490,KI,216,673,114,331,0,1
SEA 46-2313,KI,164,538,81,248,0,3
DES 30-0954,KI,260,745,153,415,0,2
DUTHIE HILL,KI,123,356,85,208,0,0
SEA 46-2311,KI,160,451,95,256,0,1
MARIAN,KI,225,776,96,323,0,2
BEL 41-2782,KI,52,183,28,81,0,1
FED 30-3289,KI,243,819,122,368,0,3
SEA 46-2310,KI,179,386,97,277,0,1
RNT 37-1000,KI,80,532,62,142,0,0
FED 30-3049,KI,136,430,30,168,0,2
FED 30-3048,KI,130,634,56,187,0,1
FED 30-3045,KI,167,637,82,253,0,4
FED 30-3044,KI,243,657,80,326,0,3
FED 30-3047,KI,161,492,70,236,0,5
FED 30-3046,KI,118,397,69,188,0,1
FED 30-3041,KI,97,326,59,158,0,2
FED 30-3040,KI,98,432,42,146,0,6
FED 30-3043,KI,167,631,90,261,0,4
FED 30-3042,KI,105,251,60,166,0,1
KEN 47-0753,KI,162,622,83,249,0,4
SAM 41-3508,KI,217,685,117,337,0,3
KEN 33-3644,KI,148,486,65,213,0,0
BEL 48-3292,KI,148,401,95,244,0,1
SHL 32-0494,KI,155,468,95,252,0,2
SHL 32-0499,KI,187,462,101,288,0,0
SEA 46-2318,KI,114,277,70,188,0,4
SAM 41-3506,KI,144,455,88,234,0,2
SAM 41-3507,KI,220,708,92,314,0,2
SEA 36-1746,KI,129,313,70,203,0,4
SEA 36-1747,KI,108,296,86,195,0,1
SEA 36-1744,KI,126,393,102,228,0,0
SEA 36-1742,KI,113,296,71,185,0,1
SEA 36-1743,KI,118,391,87,206,0,1
SEA 36-1740,KI,104,323,101,208,0,3
SEA 36-1741,KI,117,325,90,207,0,0
SEA 43-2075,KI,86,458,77,163,0,0
SEA 43-2074,KI,173,564,140,316,0,3
SEA 43-2076,KI,90,403,44,137,0,3
SEA 43-2071,KI,163,371,97,260,0,0
SEA 36-1748,KI,98,261,70,169,0,1
SEA 36-1749,KI,205,681,161,370,0,4
KEN 47-1170,KI,108,412,68,180,0,4
BEL 48-2430,KI,184,486,104,290,0,2
BEL 48-2432,KI,135,403,89,225,0,1
BEL 48-2434,KI,132,394,125,259,0,2
MCDIVITT,KI,21,57,11,32,0,0
SEA 43-1887,KI,219,648,142,365,0,4
SEA 43-1889,KI,175,483,111,288,0,2
SEA 43-1888,KI,232,633,139,373,0,2
SEA 34-1430,KI,119,322,71,190,0,0
SHL 32-1030,KI,93,301,50,144,0,1
CHURCHILL,KI,135,425,127,262,0,0
KEN 33-2864,KI,156,463,82,243,0,5
SEA 43-1779,KI,95,377,50,147,0,2
NEW 41-1115,KI,223,633,112,340,0,5
SEA 36-1324,KI,253,779,222,477,0,2
SEA 36-1325,KI,138,465,106,246,0,2
CARRIAGE,KI,145,399,84,230,0,1
SEA 36-1320,KI,136,362,98,234,0,0
SEA 36-1321,KI,150,416,106,258,0,2
SEA 36-1322,KI,146,479,139,286,0,1
SEA 36-1323,KI,132,401,111,243,0,0
COLLEEN,KI,175,488,126,304,0,3
SEA 36-1328,KI,213,756,173,390,0,4
SEA 36-1329,KI,127,410,125,254,0,2
SEA 36-1812,KI,143,469,108,251,0,0
SEA 36-1813,KI,86,330,86,174,0,2
SEA 36-1816,KI,111,303,61,172,0,0
SEA 46-2299,KI,142,393,85,229,0,2
SAM 41-0100,KI,235,667,123,362,0,4
OVERDALE,KI,9,12,0,9,0,0
SEA 43-2238,KI,300,813,234,539,0,5
SEA 36-3679,KI,81,314,56,137,0,0
SHL 32-0665,KI,136,414,81,218,0,1
TUK 11-1165,KI,212,752,127,340,0,1
ARIA,KI,135,428,103,239,0,1
SET 33-3081,KI,169,738,100,269,0,0
RNT 11-2739,KI,86,274,51,140,0,3
RED 48-0948,KI,81,246,39,124,0,4
RED 48-0949,KI,146,433,84,234,0,4
ISS 05-3649,KI,116,404,72,188,0,0
RED 48-0940,KI,153,399,105,258,0,0
RED 48-0941,KI,111,331,94,205,0,0
RED 48-0947,KI,130,360,84,215,0,1
KIR 01-2595,KI,155,495,81,239,0,3
RED 48-0945,KI,152,453,93,245,0,0
KEN 47-0246,KI,158,479,99,261,0,4
SEA 37-1591,KI,147,360,102,249,0,0
RED MILL,KI,138,418,78,217,0,1
SEA 37-1592,KI,218,634,136,361,0,7
SEA 36-2535,KI,167,566,119,291,0,5
BEL 41-0475,KI,102,262,47,149,0,0
SHL 32-0711,KI,122,337,86,208,0,0
SEA 37-1593,KI,165,470,89,254,0,0
BEL 41-3658,KI,73,305,41,115,0,1
BEL 41-0472,KI,173,522,127,303,0,3
SAM 45-2450,KI,190,548,133,325,0,2
MIDDLE FORK,KI,130,383,80,214,0,4
BEL 41-3657,KI,128,353,61,189,0,0
SEA 37-1872,KI,217,581,135,359,0,7
SEA 37-1871,KI,219,629,167,389,0,3
SEA 43-1868,KI,139,353,94,233,0,0
SEA 37-1876,KI,245,766,195,444,0,4
SEA 37-1875,KI,179,525,105,288,0,4
SAM 45-2693,KI,263,796,145,414,0,6
SEA 43-1862,KI,156,476,75,234,0,3
SEA 37-1879,KI,262,839,158,424,0,4
SEA 43-1860,KI,212,745,152,368,0,4
SEA 43-1867,KI,173,546,125,299,0,1
STAR LAKE,KI,105,325,76,182,0,1
RNT 11-3604,KI,137,591,96,234,0,1
KIR 45-0623,KI,132,378,93,229,0,4
KIR 45-0622,KI,136,390,78,214,0,0
KIR 45-0620,KI,204,552,134,340,0,2
KIR 45-0627,KI,226,628,149,376,0,1
RNT 11-3609,KI,106,461,66,173,0,1
KIR 45-0624,KI,306,793,189,501,0,6
DUV 45-3642,KI,143,443,102,249,0,4
DES 33-1128,KI,98,289,74,174,0,2
EAGLE,KI,0,3,0,0,0,0
BUR 33-0729,KI,208,864,108,320,2,2
MEADOWBROOK,KI,91,300,78,173,0,4
SWEENEY,KI,177,575,163,341,0,1
SHL 32-0088,KI,83,258,37,121,0,1
KIR 01-2759,KI,237,695,121,359,0,1
RUDDELL,KI,124,397,86,214,0,4
SHL 32-0802,KI,128,452,64,194,0,2
BEL 41-3278,KI,107,290,63,172,0,2
SEA 43-1406,KI,167,398,96,264,0,1
WOD 45-2597,KI,209,647,138,350,0,3
FOX,KI,146,434,101,247,0,0
KIR 48-2925,KI,154,498,124,284,0,6
LAKE ALICE,KI,157,519,135,295,0,3
M-V 05-2614,KI,264,831,154,422,0,4
SEA 46-1971,KI,118,325,82,200,0,0
RNT 11-3287,KI,196,705,139,338,0,3
SEA 46-1977,KI,130,321,85,217,0,2
SEA 46-1974,KI,156,415,113,269,0,0
AUB 31-0049,KI,133,450,57,195,0,5
SEA 34-1245,KI,149,466,93,244,0,2
SEA 34-1247,KI,133,461,67,202,0,2
SEA 34-1246,KI,122,355,81,203,0,0
SEA 34-1249,KI,153,551,85,241,0,3
SEA 34-1248,KI,133,407,75,209,0,1
NPK 33-2645,KI,142,335,77,219,0,0
NPK 33-2644,KI,127,287,75,204,0,2
NPK 33-2646,KI,191,587,149,341,0,1
SEA 32-2203,KI,229,758,186,422,0,7
BUR 34-0281,KI,0,0,0,0,0,0
BEL 41-0658,KI,131,403,89,220,0,0
BEL 41-0305,KI,136,484,81,218,0,1
SEA 36-1693,KI,114,308,75,189,0,0
SEA 43-3628,KI,181,536,105,290,0,4
RED 48-3313,KI,254,667,127,384,0,3
RED 48-3316,KI,98,344,55,154,0,1
BUR 34-1082,KI,124,307,90,215,0,1
CORNELL,KI,194,557,122,316,0,0
RED 48-2790,KI,193,592,128,323,0,2
BUR 34-0848,KI,154,421,104,261,0,3
KIR 45-3612,KI,79,211,36,116,0,1
SEA 46-2375,KI,118,312,91,210,0,1
FED 30-3036,KI,100,342,47,148,0,1
AUB 31-3335,KI,217,732,134,351,0,0
KEN 47-3184,KI,256,776,123,384,0,5
SEA 37-3567,KI,83,408,46,130,0,1
BRIAR,KI,170,521,109,283,0,4
COV 47-2711,KI,157,536,96,255,0,2
NEW 41-3528,KI,118,420,63,182,0,1
BUR 34-1150,KI,129,365,120,249,0,0
TUK 11-3127,KI,70,280,36,109,0,3
SEA 46-2274,KI,92,256,75,167,0,0
SEA 46-2275,KI,39,127,32,71,0,0
SEA 46-2276,KI,130,382,119,250,0,1
SEA 46-2277,KI,201,568,167,368,0,0
SEA 46-2270,KI,115,290,87,202,0,0
SEA 46-2271,KI,186,476,129,319,0,4
SEA 46-2272,KI,138,367,107,247,0,2
M-V 05-3272,KI,267,878,164,436,0,5
HOLM LAKE,KI,240,710,175,415,0,0
COV 47-2390,KI,137,505,65,204,0,2
SEA 37-3696,KI,10,49,8,18,0,0
SEA 37-3693,KI,0,0,0,0,0,0
CADDIS,KI,113,366,94,211,0,4
SHL 32-0396,KI,267,767,127,401,0,7
SEA 37-1557,KI,84,343,39,124,0,1
SEA 43-2541,KI,71,268,43,115,0,1
KEN 11-3331,KI,113,456,51,166,0,2
SHL 32-0606,KI,117,364,64,183,0,2
RNT 11-0738,KI,91,444,49,141,0,1
ENM 05-3414,KI,0,0,0,0,0,0
STILLWATER,KI,174,523,115,292,0,3
FED 30-3052,KI,169,494,74,243,0,0
FED 30-3053,KI,139,472,78,218,0,1
FED 30-3050,KI,59,222,39,98,0,0
FED 30-3051,KI,97,400,51,152,0,4
FED 30-3056,KI,101,323,65,166,0,0
FED 30-3054,KI,119,386,49,168,0,0
FED 30-3055,KI,176,575,101,280,0,3
SHL 32-0486,KI,99,298,84,185,0,2
DES 33-0668,KI,67,273,56,123,0,0
SEA 43-2061,KI,108,476,97,207,0,2
SEA 43-2064,KI,74,370,72,148,0,2
SEA 43-2065,KI,103,547,74,179,0,2
SEA 43-2068,KI,114,425,76,191,0,1
SEA 36-2164,KI,128,310,87,215,0,0
BEAR CREEK,KI,148,452,122,275,0,5
KMR 46-0473,KI,166,438,81,253,0,6
SEA 37-1825,KI,203,704,91,296,0,2
SEA 36-1382,KI,131,374,102,233,0,0
