Row Label,County,Maintained,Registered Voters,Repealed,Times Blank Voted,Times Counted,Times Over Voted
KEN 33-2443,KI,41,303,38,3,82,0
SEA 36-1294,KI,293,735,88,68,449,0
SEA 36-1295,KI,156,337,32,30,219,1
SEA 36-1296,KI,147,303,21,26,194,0
SEA 36-1297,KI,132,298,32,19,183,0
SHL 32-0474,KI,109,383,58,24,191,0
SEA 36-1292,KI,159,356,38,23,220,0
SEA 37-1646,KI,103,457,36,12,151,0
SEA 37-1647,KI,207,669,100,42,349,0
SEA 36-1768,KI,136,331,39,26,201,0
ELIZABETH,KI,137,601,107,29,273,0
DUV 45-3218,KI,264,840,150,40,454,0
SEA 37-1643,KI,107,682,101,20,228,0
SEA 36-1764,KI,124,264,34,27,185,0
SEA 36-1765,KI,136,274,25,17,178,0
SEA 36-1766,KI,152,401,41,23,216,0
SEA 36-1767,KI,156,551,60,26,242,0
SEA 36-1760,KI,144,300,32,19,195,0
CARPENTER,KI,157,434,57,28,242,0
SEA 36-1762,KI,132,306,46,29,207,0
SEA 36-1763,KI,144,312,23,29,196,0
SEA 34-3175,KI,157,357,49,29,235,0
SEAVIEW,KI,107,393,92,22,221,0
SHL 32-0514,KI,204,534,73,35,312,0
KIR 45-2423,KI,262,726,139,52,453,0
DOUGLAS,KI,188,568,109,40,337,0
KIR 45-2421,KI,149,515,89,36,274,0
MILLIKIN,KI,250,650,131,41,422,0
COV 47-0566,KI,139,724,149,20,308,0
SHL 32-0519,KI,115,422,57,10,182,0
SEA 36-2129,KI,216,691,83,27,326,0
SEA 36-2126,KI,276,722,100,43,419,0
SEA 36-2125,KI,226,620,89,42,357,0
SEA 36-2121,KI,136,443,57,23,216,0
SEA 36-2120,KI,198,413,42,33,273,0
AUB 31-0042,KI,98,509,119,23,240,0
AUB 31-0047,KI,117,574,129,18,264,0
SHL 32-0401,KI,187,419,66,29,282,0
AUB 31-0048,KI,29,210,42,7,78,0
HANSEN,KI,154,505,122,32,308,0
STEVENS,KI,38,197,78,8,124,0
SEA 37-1616,KI,158,351,37,12,207,0
KIR 45-2962,KI,120,453,68,20,208,0
SHL 32-0609,KI,100,370,65,18,184,1
VINCENT,KI,128,411,68,14,210,0
KIR 45-2730,KI,159,686,110,29,298,0
M-I 41-2691,KI,126,516,56,19,202,1
SEA 43-2987,KI,68,673,18,11,97,0
SHL 32-0605,KI,150,422,75,30,255,0
DES 33-0272,KI,111,414,111,17,239,0
LFP 46-2763,KI,114,276,51,21,186,0
SEA 37-1608,KI,191,559,73,28,293,1
HOLIDAY LAKE,KI,101,299,71,21,193,0
RED 45-0936,KI,166,476,79,30,275,0
OSCEOLA,KI,153,557,146,37,336,0
NEUWAUKUM,KI,96,356,82,21,199,0
KEN 47-0229,KI,161,695,118,17,296,0
RNT 11-0983,KI,104,525,87,24,215,0
BEL 41-0101,KI,162,502,73,37,272,0
BEL 41-0103,KI,183,535,100,27,310,0
BEL 41-0102,KI,172,464,67,29,268,0
BEL 41-0106,KI,132,457,77,20,229,0
BEL 41-0109,KI,63,325,54,22,139,0
M-V 05-2857,KI,189,703,168,37,394,0
CORWIN,KI,306,817,137,55,498,0
BUR 34-0489,KI,187,445,98,42,327,0
SEA 37-1899,KI,129,338,48,18,195,0
RNT 11-3404,KI,122,556,89,21,232,0
BUR 34-0311,KI,130,464,118,20,268,0
SEA 37-1891,KI,120,304,47,26,193,0
SEA 37-1890,KI,297,581,65,50,412,0
SEA 37-1893,KI,206,445,58,23,287,0
SEA 37-1892,KI,283,594,50,27,360,0
SEA 37-1895,KI,259,604,68,29,356,0
SEA 37-1894,KI,174,433,61,24,259,0
SEA 37-1897,KI,218,881,73,29,320,0
SEA 37-1896,KI,178,410,53,27,258,0
B-D 05-0239,KI,150,560,112,22,284,0
AUB 47-3585,KI,76,374,65,11,152,0
BUR 34-0465,KI,78,228,39,15,132,0
KMR 46-0340,KI,156,443,122,28,306,0
SAM 45-3293,KI,210,661,132,40,382,0
SAM 45-3298,KI,172,523,95,30,297,0
SEA 36-1815,KI,169,453,73,31,273,0
KIR 01-3678,KI,115,349,62,16,193,0
BUR 33-0701,KI,149,722,121,21,291,0
SHL 32-0861,KI,195,696,97,39,331,0
BEL 41-0211,KI,154,373,62,12,229,1
BEL 41-0210,KI,95,367,64,27,186,0
TIMBER,KI,201,664,123,34,358,0
BEL 41-0219,KI,144,623,88,32,264,0
SEA 43-1351,KI,232,561,48,35,315,0
SEA 43-1350,KI,101,265,21,11,133,0
KEN 47-3190,KI,115,693,106,20,241,0
SEA 43-1352,KI,232,608,59,31,322,0
SEA 43-1355,KI,172,401,54,18,244,0
SEA 43-1354,KI,164,435,49,27,240,0
SEA 43-1357,KI,138,355,31,23,192,0
SEA 43-1359,KI,207,518,48,36,291,0
SEA 43-1358,KI,162,418,33,29,224,0
RED 48-3208,KI,87,415,55,14,156,0
ISS 05-3527,KI,151,587,76,22,249,0
B-D 05-2413,KI,128,466,127,29,284,0
SEA 46-1952,KI,135,281,23,21,179,0
SEA 46-1953,KI,122,236,34,19,175,0
SEA 46-1954,KI,142,282,37,24,203,0
SEA 46-1955,KI,204,558,52,33,289,0
SEA 46-1957,KI,242,553,71,41,354,0
SEA 46-1959,KI,320,703,112,59,491,0
RED 48-3664,KI,143,594,75,24,243,1
KEN 47-3537,KI,102,557,122,25,249,0
DIANE,KI,0,0,0,0,0,0
BERNICE,KI,131,601,94,15,240,0
KEN 47-3447,KI,46,248,53,8,107,0
KEN 47-2667,KI,86,528,77,13,176,0
RNT 11-1008,KI,122,662,117,25,264,0
RNT 11-1007,KI,71,315,57,21,149,0
RNT 11-1006,KI,97,453,86,11,194,0
RNT 11-1004,KI,75,317,56,10,141,0
RNT 11-1002,KI,68,332,66,8,142,0
FED 30-3096,KI,119,550,103,27,249,0
FED 30-3097,KI,231,720,155,43,429,0
FED 30-3094,KI,117,595,131,29,277,0
FED 30-3095,KI,80,501,81,12,173,0
FED 30-3092,KI,100,631,97,16,213,0
FED 30-3093,KI,92,612,101,28,221,0
FED 30-3090,KI,111,356,70,17,198,0
FED 30-3091,KI,237,552,122,29,388,0
SEA 46-2326,KI,155,574,88,28,271,0
SEA 46-2327,KI,100,381,63,27,190,0
SEA 46-2324,KI,148,432,60,29,237,0
SEA 46-2325,KI,109,405,101,32,242,0
SEA 46-2322,KI,187,532,71,23,281,0
SEA 46-2323,KI,196,554,68,46,310,0
FED 30-3098,KI,133,528,90,29,252,0
LFP 46-0517,KI,171,445,56,46,273,0
CHERRY VALLEY,KI,173,514,114,17,304,0
ISABELLA,KI,210,660,158,41,409,0
KIR 01-3422,KI,169,546,71,25,266,1
SEA 34-1461,KI,171,399,69,28,268,0
SEA 34-1460,KI,121,324,65,23,209,0
SEA 34-1463,KI,113,259,44,21,178,0
SEA 34-1462,KI,125,339,54,20,199,0
SEA 34-1465,KI,157,372,67,27,251,0
SEA 34-1464,KI,148,359,65,32,245,0
SEA 34-1467,KI,221,551,81,37,339,0
SEA 34-1466,KI,87,303,62,30,179,0
RED 48-2629,KI,138,648,127,30,295,0
RED 48-2628,KI,135,472,58,18,211,0
BUR 34-1192,KI,230,591,134,33,397,0
SEA 34-1489,KI,223,744,87,28,338,0
SEA 34-1488,KI,170,692,83,31,284,0
SEA 34-1482,KI,117,321,44,19,180,0
SEA 34-1481,KI,137,479,62,28,227,0
SEA 34-1480,KI,206,594,86,47,339,0
SEA 34-1487,KI,123,335,62,20,205,0
SEA 34-1486,KI,115,364,63,23,201,0
SEA 34-1485,KI,168,708,91,48,307,0
SEA 34-1484,KI,111,345,51,18,180,0
RNT 05-3698,KI,13,52,13,1,27,0
BUR 34-0913,KI,107,599,96,22,225,0
MAPLE HILLS,KI,195,719,163,33,391,0
SEA 46-2319,KI,223,506,64,36,323,0
SPRINKLE,KI,34,107,28,4,66,0
RNT 37-0969,KI,0,0,0,0,0,0
KMR 46-1095,KI,223,785,149,49,421,0
SEA 43-1265,KI,103,256,28,17,148,0
RNT 37-0967,KI,117,503,94,25,236,0
KEN 33-2618,KI,140,795,141,25,306,0
KEN 47-2485,KI,133,616,128,27,288,0
SEA 43-1264,KI,180,361,48,20,248,0
RNT 11-0719,KI,69,243,54,11,134,0
SEA 43-1267,KI,199,386,29,36,264,0
SHL 32-0319,KI,80,284,44,17,141,0
SEA 34-1534,KI,145,362,67,26,238,0
TOTEM,KI,14,70,14,3,31,0
FED 30-3078,KI,97,402,107,14,218,0
FED 30-3079,KI,147,508,100,13,260,0
ISS 41-2733,KI,285,843,130,47,462,0
DES 33-0911,KI,97,515,104,23,224,0
KIR 45-3109,KI,136,469,73,21,230,0
KIR 45-3450,KI,75,251,31,19,125,0
FED 30-3077,KI,98,339,87,17,202,0
AUB 47-0671,KI,173,785,125,31,329,0
SET 33-3059,KI,87,683,109,9,205,0
KEN 33-3670,KI,42,288,61,17,120,0
KINGLET,KI,130,532,63,34,227,0
SAM 45-3454,KI,64,233,36,16,116,0
DES 33-0682,KI,106,444,99,35,241,1
SEA 36-1751,KI,146,368,32,34,212,0
SEA 36-1750,KI,188,493,75,33,296,0
PIPELINE,KI,30,153,44,8,82,0
SEA 36-1752,KI,165,437,43,36,244,0
SEA 36-1755,KI,108,272,29,21,158,0
SEA 36-1754,KI,175,387,44,33,252,0
BOT 01-3661,KI,121,528,105,19,245,0
SEA 36-1756,KI,269,682,95,29,393,0
DES 33-2820,KI,61,393,88,15,164,0
SEA 36-1758,KI,176,351,45,25,246,0
SEA 43-2043,KI,144,292,30,19,193,0
SEA 43-2044,KI,148,350,26,12,186,0
SEA 43-2045,KI,139,315,21,29,189,0
SEA 43-2047,KI,303,662,48,52,403,0
MORGAN,KI,156,631,120,29,305,0
M-I 41-0787,KI,108,333,49,25,182,0
SNQ 05-3409,KI,194,787,154,51,399,0
MERRIHILL,KI,162,687,134,28,324,0
SHL 32-1021,KI,170,550,97,42,309,0
SHL 32-1020,KI,92,341,64,22,178,0
KMR 46-2462,KI,106,258,45,13,164,0
SEA 36-2149,KI,184,367,41,36,261,0
SEA 36-2134,KI,171,490,67,28,266,0
BROOKTRAILS,KI,205,564,93,49,347,0
SEA 36-2130,KI,170,388,53,20,243,0
SEA 36-2131,KI,304,851,104,45,453,0
SEA 36-2133,KI,223,698,90,35,348,0
RED 48-0942,KI,166,402,73,18,258,1
COUGAR MTN,KI,6,8,1,1,8,0
SEA 46-1312,KI,132,326,27,22,181,0
SEA 46-1313,KI,125,280,26,17,168,0
DES 33-0864,KI,105,317,86,13,204,0
SEA 46-1311,KI,138,427,29,31,198,0
SEA 46-1314,KI,143,330,36,31,210,0
KEN 47-0439,KI,143,585,137,29,309,0
SEA 36-1808,KI,101,275,44,11,156,0
SAM 41-2813,KI,183,567,108,46,337,0
M-V 05-3461,KI,154,779,163,35,352,0
SEA 36-1805,KI,169,473,44,26,239,0
SEA 36-1806,KI,175,598,68,38,281,0
SEA 36-1801,KI,259,896,84,48,391,0
SEA 36-1803,KI,117,298,44,17,178,0
RED 45-3584,KI,151,449,80,28,259,0
RED 48-0944,KI,124,375,72,21,217,0
SEA 36-3669,KI,110,349,34,13,157,0
ENM 31-3248,KI,224,732,171,45,442,2
ENM 31-3247,KI,131,682,157,34,323,1
ENM 31-3246,KI,46,264,70,11,127,0
KIR 45-2722,KI,159,626,109,28,296,0
YPT 48-1234,KI,154,411,64,32,250,0
YPT 48-1233,KI,124,401,79,23,226,0
ALDER SPRINGS,KI,173,550,137,39,349,0
SEA 36-2592,KI,146,352,40,19,205,0
EARLINGTON,KI,80,357,55,15,150,0
SEA 36-2590,KI,139,364,57,17,213,0
KEN 05-3375,KI,0,0,0,0,0,0
KIR 01-2767,KI,212,573,108,39,359,0
KIR 01-2762,KI,177,618,106,25,308,0
KIR 01-2768,KI,218,624,123,42,383,0
SHL 32-0897,KI,137,446,70,25,233,1
KEN 33-0603,KI,200,649,114,33,347,0
RED 48-0951,KI,138,379,55,30,223,0
RED 48-0950,KI,125,444,70,19,214,0
RED 48-0953,KI,219,758,154,45,418,0
RED 48-0952,KI,102,311,51,7,160,0
KELLY,KI,85,375,85,19,189,0
DUV 45-3219,KI,166,548,99,33,298,0
KEN 47-0238,KI,177,723,139,33,349,0
BEL 41-0116,KI,72,290,28,11,111,0
BEL 41-0117,KI,75,263,56,9,140,0
BEL 41-0114,KI,162,459,83,47,292,0
BEL 41-0112,KI,211,712,112,35,358,0
BEL 41-0113,KI,94,255,39,25,158,0
BEL 41-0110,KI,148,571,84,25,257,0
BEL 41-0111,KI,197,544,97,36,330,0
BEL 41-3312,KI,330,796,104,55,489,0
SEA 43-1784,KI,217,500,54,37,308,0
BEL 41-0119,KI,133,295,41,23,197,0
WELCOME LAKE,KI,320,735,210,48,578,0
SEA 34-1545,KI,113,422,90,21,224,0
SEA 36-3267,KI,152,548,53,14,219,0
SEA 37-1886,KI,233,523,37,23,293,0
CANDLEWOOD,KI,60,412,45,15,120,0
SEA 37-1885,KI,170,398,41,12,223,0
SEA 37-1882,KI,147,395,31,15,193,0
SEA 37-1883,KI,135,423,49,20,204,0
SEA 37-1880,KI,205,514,52,19,276,0
SEA 37-1881,KI,132,396,42,14,188,0
AUB 47-3591,KI,97,445,90,19,206,0
SEA 43-1780,KI,114,350,63,31,208,0
SEA 43-1781,KI,116,326,41,7,164,0
ELSIE,KI,254,726,104,35,393,0
SELLECK,KI,155,784,224,40,420,1
BEL 41-0203,KI,231,688,141,38,410,0
M-V 05-3482,KI,219,870,171,51,441,0
SEA 46-2370,KI,70,428,57,10,137,0
BUR 33-0289,KI,84,412,91,13,188,0
BEL 41-0205,KI,99,288,56,16,171,0
DIPPER,KI,185,675,132,29,346,0
BOT 01-3271,KI,121,431,76,32,229,0
SHL 32-0819,KI,115,411,75,21,211,0
SEA 36-1299,KI,176,425,52,32,260,0
SEA 43-1347,KI,311,726,72,52,435,0
SEA 43-1344,KI,222,452,39,31,292,0
NEW 41-3261,KI,161,503,84,22,267,0
SEA 43-1342,KI,180,366,33,23,237,1
BUR 34-1219,KI,186,530,121,38,345,0
SEA 43-1341,KI,253,499,53,45,351,0
WOD 45-2769,KI,266,748,139,39,444,0
SALAL,KI,138,359,74,13,225,0
SEA 43-1349,KI,169,359,43,19,231,0
SHL 32-0470,KI,163,413,58,37,258,0
B-D 05-2407,KI,215,838,186,46,447,0
SEA 46-1965,KI,143,292,24,23,190,0
BEL 48-1049,KI,125,344,67,23,215,0
SEA 46-1967,KI,217,497,57,46,320,0
SEA 46-1966,KI,104,234,24,16,144,0
SEA 46-1961,KI,126,272,33,23,182,0
SEA 46-1963,KI,107,278,23,22,152,0
SEA 36-2116,KI,139,299,35,28,202,0
PRESTON,KI,190,661,154,39,383,0
SEA 46-1969,KI,105,278,44,20,169,0
SEA 11-1641,KI,92,539,65,26,183,0
SEA 36-3319,KI,247,867,84,34,365,0
SEA 36-3318,KI,279,680,96,53,428,0
BUR 34-0295,KI,130,479,108,31,269,0
LYNX,KI,128,531,125,23,276,0
SHL 32-0921,KI,125,260,35,16,176,0
BUR 34-0298,KI,138,668,149,35,322,0
SEA 36-3317,KI,259,595,73,51,383,0
SEA 43-2853,KI,162,440,23,21,206,0
SEA 43-2852,KI,166,501,37,23,226,0
RANCH,KI,136,444,63,34,233,0
SEA 43-2113,KI,96,393,34,10,140,0
RNT 11-1015,KI,98,443,78,18,194,0
RNT 11-1011,KI,194,881,165,32,391,0
KEN 47-3275,KI,136,854,131,21,288,0
COTTAGE LAKE,KI,143,452,64,21,228,0
KIR 45-3668,KI,124,428,67,15,206,0
SEA 43-2058,KI,89,247,34,27,150,0
SHANGRI-LA,KI,122,394,91,20,233,0
SEA 37-1640,KI,154,738,105,33,293,1
RIVERSIDE,KI,95,396,94,31,220,0
SEA 43-1861,KI,337,750,51,44,432,0
LISABEULA,KI,211,467,67,31,309,0
SHL 32-0407,KI,228,661,123,35,386,0
LEAH,KI,172,661,119,28,319,0
HI-VALLEY,KI,320,829,165,57,542,0
RED 48-2636,KI,176,451,52,28,256,0
SEA 34-1477,KI,133,307,39,28,200,0
RED 48-2634,KI,142,389,61,28,231,0
RED 48-2635,KI,126,387,65,33,224,0
RED 48-2632,KI,83,225,36,11,130,0
RED 48-2633,KI,218,626,121,36,375,0
RED 48-2630,KI,154,394,69,34,257,0
SEA 34-1471,KI,197,492,77,31,305,0
SEA 34-1478,KI,108,253,47,8,163,0
SEA 34-1479,KI,125,313,54,21,200,0
SEA 43-2050,KI,131,442,59,32,222,0
HAAS,KI,102,303,77,20,199,0
SEA 36-1761,KI,118,309,52,23,193,0
SEA 34-1498,KI,206,668,90,34,330,0
SEA 34-1499,KI,191,483,52,46,289,0
SEA 43-2055,KI,80,322,17,16,113,0
SEA 34-1490,KI,147,437,55,33,235,0
SEA 34-1493,KI,201,722,93,26,320,0
SEA 34-1494,KI,157,536,80,28,265,0
SEA 34-1496,KI,238,826,92,59,389,0
RED 48-3548,KI,87,292,44,14,145,0
SEA 46-2267,KI,151,518,57,33,241,0
SEA 46-2266,KI,186,494,65,37,288,0
SEA 46-2264,KI,318,768,103,66,487,0
GRANDVIEW,KI,4,16,4,0,8,0
SEA 46-2261,KI,121,256,32,22,175,0
SEA 46-2260,KI,356,722,97,58,511,0
SILVER SPURS,KI,9,18,1,0,10,0
SNO PASS,KI,67,208,55,9,131,0
SEA 46-2269,KI,133,305,36,28,197,0
SEA 46-2268,KI,137,330,38,30,205,0
KEN 47-2477,KI,172,535,150,39,361,0
RNT 37-0991,KI,139,619,92,19,250,0
RNT 37-0999,KI,186,760,130,27,343,0
KEN 47-2708,KI,107,485,101,18,226,0
KEN 47-2709,KI,201,839,172,33,407,1
ISS 41-2692,KI,129,382,64,22,215,0
KEN 47-2704,KI,235,773,158,37,430,0
SAM 41-3214,KI,140,435,76,25,241,0
SAM 41-3215,KI,208,814,96,44,348,0
BLACK RIVER,KI,35,320,39,3,77,0
KEN 47-2490,KI,136,673,162,33,331,0
SEA 46-2313,KI,134,538,80,34,248,0
DES 30-0954,KI,203,745,175,37,415,0
DUTHIE HILL,KI,110,356,84,14,208,0
SEA 46-2311,KI,181,451,48,27,256,0
MARIAN,KI,159,776,140,24,323,0
BEL 41-2782,KI,51,183,25,5,81,0
FED 30-3289,KI,163,819,158,47,368,0
SEA 46-2310,KI,204,386,45,28,277,0
RNT 37-1000,KI,80,532,46,16,142,0
FED 30-3049,KI,85,430,71,12,168,0
FED 30-3048,KI,100,634,65,22,187,0
FED 30-3045,KI,121,637,95,37,253,0
FED 30-3044,KI,158,657,140,28,326,0
FED 30-3047,KI,103,492,111,22,236,0
FED 30-3046,KI,76,397,91,21,188,0
FED 30-3041,KI,91,326,51,16,158,0
FED 30-3040,KI,67,432,67,12,146,0
FED 30-3043,KI,136,631,106,19,261,0
FED 30-3042,KI,64,251,76,26,166,0
KEN 47-0753,KI,111,622,120,18,249,0
SAM 41-3508,KI,194,685,94,49,337,0
KEN 33-3644,KI,107,486,85,21,213,0
BEL 48-3292,KI,156,401,62,26,244,0
SHL 32-0494,KI,141,468,77,34,252,0
SHL 32-0499,KI,137,462,112,39,288,0
SEA 46-2318,KI,129,277,36,23,188,0
SAM 41-3506,KI,141,455,68,25,234,0
SAM 41-3507,KI,185,708,108,21,314,0
SEA 36-1746,KI,143,313,40,20,203,0
SEA 36-1747,KI,139,296,33,23,195,0
SEA 36-1744,KI,167,393,40,21,228,0
SEA 36-1742,KI,129,296,39,17,185,0
SEA 36-1743,KI,132,391,44,30,206,0
SEA 36-1740,KI,135,323,46,27,208,0
SEA 36-1741,KI,145,325,44,18,207,0
SEA 43-2075,KI,123,458,22,18,163,0
SEA 43-2074,KI,239,564,35,42,316,0
SEA 43-2076,KI,101,403,18,18,137,0
SEA 43-2071,KI,196,371,35,29,260,0
SEA 36-1748,KI,114,261,36,19,169,0
SEA 36-1749,KI,230,681,97,43,370,0
KEN 47-1170,KI,78,412,88,14,180,0
BEL 48-2430,KI,145,486,104,41,290,0
BEL 48-2432,KI,131,403,72,22,225,0
BEL 48-2434,KI,165,394,63,31,259,0
MCDIVITT,KI,19,57,12,1,32,0
SEA 43-1887,KI,231,648,99,35,365,0
SEA 43-1889,KI,217,483,44,27,288,0
SEA 43-1888,KI,285,633,56,32,373,0
SEA 34-1430,KI,105,322,62,23,190,0
SHL 32-1030,KI,66,301,61,17,144,0
CHURCHILL,KI,152,425,87,23,262,0
KEN 33-2864,KI,106,463,106,31,243,0
SEA 43-1779,KI,99,377,32,16,147,0
NEW 41-1115,KI,186,633,110,44,340,0
SEA 36-1324,KI,323,779,95,59,477,0
SEA 36-1325,KI,161,465,45,40,246,0
CARRIAGE,KI,139,399,73,18,230,0
SEA 36-1320,KI,172,362,33,29,234,0
SEA 36-1321,KI,189,416,50,19,258,0
SEA 36-1322,KI,206,479,44,36,286,0
SEA 36-1323,KI,195,401,27,21,243,0
COLLEEN,KI,181,488,89,34,304,0
SEA 36-1328,KI,257,756,81,52,390,0
SEA 36-1329,KI,187,410,39,28,254,0
SEA 36-1812,KI,160,469,66,25,251,0
SEA 36-1813,KI,115,330,45,14,174,0
SEA 36-1816,KI,114,303,39,19,172,0
SEA 46-2299,KI,177,393,36,16,229,0
SAM 41-0100,KI,203,667,128,31,362,0
OVERDALE,KI,6,12,2,1,9,0
SEA 43-2238,KI,393,813,71,75,539,0
SEA 36-3679,KI,80,314,37,20,137,0
SHL 32-0665,KI,143,414,55,20,218,0
TUK 11-1165,KI,160,752,138,42,340,0
ARIA,KI,143,428,73,23,239,0
SET 33-3081,KI,128,738,116,25,269,0
RNT 11-2739,KI,60,274,68,12,140,0
RED 48-0948,KI,60,246,51,13,124,0
RED 48-0949,KI,140,433,61,33,234,0
ISS 05-3649,KI,87,404,83,18,188,0
RED 48-0940,KI,152,399,77,29,258,0
RED 48-0941,KI,120,331,50,35,205,0
RED 48-0947,KI,128,360,60,27,215,0
KIR 01-2595,KI,127,495,89,23,239,0
RED 48-0945,KI,139,453,88,18,245,0
KEN 47-0246,KI,124,479,121,16,261,0
SEA 37-1591,KI,169,360,50,30,249,0
RED MILL,KI,116,418,80,21,217,0
SEA 37-1592,KI,245,634,77,39,361,0
SEA 36-2535,KI,163,566,94,34,291,0
BEL 41-0475,KI,91,262,37,21,149,0
SHL 32-0711,KI,130,337,43,35,208,0
SEA 37-1593,KI,189,470,43,22,254,0
BEL 41-3658,KI,74,305,29,12,115,0
BEL 41-0472,KI,158,522,111,34,303,0
SAM 45-2450,KI,167,548,117,41,325,0
MIDDLE FORK,KI,82,383,118,14,214,0
BEL 41-3657,KI,118,353,52,19,189,0
SEA 37-1872,KI,241,581,85,33,359,0
SEA 37-1871,KI,276,629,74,39,389,0
SEA 43-1868,KI,176,353,30,27,233,0
SEA 37-1876,KI,341,766,64,39,444,0
SEA 37-1875,KI,200,525,59,29,288,0
SAM 45-2693,KI,225,796,144,45,414,0
SEA 43-1862,KI,168,476,48,18,234,0
SEA 37-1879,KI,288,839,89,47,424,0
SEA 43-1860,KI,277,745,52,39,368,0
SEA 43-1867,KI,240,546,29,30,299,0
STAR LAKE,KI,91,325,71,20,182,0
RNT 11-3604,KI,116,591,99,19,234,0
KIR 45-0623,KI,143,378,60,26,229,0
KIR 45-0622,KI,135,390,60,19,214,0
KIR 45-0620,KI,212,552,93,35,340,0
KIR 45-0627,KI,221,628,105,50,376,0
RNT 11-3609,KI,83,461,72,18,173,0
KIR 45-0624,KI,312,793,147,42,501,0
DUV 45-3642,KI,143,443,80,26,249,0
DES 33-1128,KI,77,289,80,17,174,0
EAGLE,KI,0,3,0,0,0,0
BUR 33-0729,KI,152,864,143,25,320,0
MEADOWBROOK,KI,85,300,76,12,173,0
SWEENEY,KI,153,575,146,42,341,0
SHL 32-0088,KI,62,258,47,12,121,0
KIR 01-2759,KI,199,695,114,46,359,0
RUDDELL,KI,96,397,99,19,214,0
SHL 32-0802,KI,110,452,72,12,194,0
BEL 41-3278,KI,92,290,57,23,172,0
SEA 43-1406,KI,141,398,75,48,264,0
WOD 45-2597,KI,204,647,113,33,350,0
FOX,KI,149,434,78,20,247,0
KIR 48-2925,KI,163,498,95,26,284,0
LAKE ALICE,KI,147,519,113,35,295,0
M-V 05-2614,KI,222,831,169,31,422,0
SEA 46-1971,KI,130,325,39,31,200,0
RNT 11-3287,KI,188,705,112,38,338,0
SEA 46-1977,KI,163,321,35,19,217,0
SEA 46-1974,KI,188,415,44,37,269,0
AUB 31-0049,KI,79,450,101,15,195,0
SEA 34-1245,KI,158,466,62,24,244,0
SEA 34-1247,KI,113,461,69,20,202,0
SEA 34-1246,KI,117,355,55,31,203,0
SEA 34-1249,KI,133,551,77,31,241,0
SEA 34-1248,KI,115,407,67,27,209,0
NPK 33-2645,KI,126,335,68,25,219,0
NPK 33-2644,KI,114,287,64,26,204,0
NPK 33-2646,KI,178,587,125,38,341,0
SEA 32-2203,KI,250,758,118,54,422,0
BUR 34-0281,KI,0,0,0,0,0,0
BEL 41-0658,KI,131,403,64,25,220,0
BEL 41-0305,KI,127,484,73,18,218,0
SEA 36-1693,KI,113,308,56,20,189,0
SEA 43-3628,KI,172,536,85,33,290,0
RED 48-3313,KI,239,667,114,31,384,0
RED 48-3316,KI,75,344,62,17,154,0
BUR 34-1082,KI,149,307,49,17,215,0
CORNELL,KI,183,557,105,28,316,0
RED 48-2790,KI,198,592,83,42,323,0
BUR 34-0848,KI,115,421,114,32,261,0
KIR 45-3612,KI,76,211,29,11,116,0
SEA 46-2375,KI,140,312,34,36,210,0
FED 30-3036,KI,82,342,54,12,148,0
AUB 31-3335,KI,167,732,145,39,351,0
KEN 47-3184,KI,181,776,162,41,384,0
SEA 37-3567,KI,63,408,51,16,130,0
BRIAR,KI,149,521,107,27,283,0
COV 47-2711,KI,104,536,130,21,255,0
NEW 41-3528,KI,112,420,54,16,182,0
BUR 34-1150,KI,135,365,91,23,249,0
TUK 11-3127,KI,52,280,48,9,109,0
SEA 46-2274,KI,116,256,17,34,167,0
SEA 46-2275,KI,45,127,18,8,71,0
SEA 46-2276,KI,180,382,42,28,250,0
SEA 46-2277,KI,271,568,57,40,368,0
SEA 46-2270,KI,137,290,45,20,202,0
SEA 46-2271,KI,240,476,58,21,319,0
SEA 46-2272,KI,163,367,54,30,247,0
M-V 05-3272,KI,204,878,186,46,436,0
HOLM LAKE,KI,185,710,191,39,415,0
COV 47-2390,KI,93,505,97,14,204,0
SEA 37-3696,KI,11,49,4,3,18,0
SEA 37-3693,KI,0,0,0,0,0,0
CADDIS,KI,89,366,107,15,211,0
SHL 32-0396,KI,200,767,152,49,401,0
SEA 37-1557,KI,66,343,43,15,124,0
SEA 43-2541,KI,85,268,18,12,115,0
KEN 11-3331,KI,77,456,71,18,166,0
SHL 32-0606,KI,116,364,49,17,183,1
RNT 11-0738,KI,58,444,68,15,141,0
ENM 05-3414,KI,0,0,0,0,0,0
STILLWATER,KI,142,523,118,32,292,0
FED 30-3052,KI,127,494,97,19,243,0
FED 30-3053,KI,78,472,119,21,218,0
FED 30-3050,KI,42,222,50,6,98,0
FED 30-3051,KI,73,400,65,14,152,0
FED 30-3056,KI,89,323,68,9,166,0
FED 30-3054,KI,73,386,70,25,168,0
FED 30-3055,KI,116,575,132,32,280,0
SHL 32-0486,KI,105,298,56,24,185,0
DES 33-0668,KI,65,273,51,7,123,0
SEA 43-2061,KI,140,476,43,24,207,0
SEA 43-2064,KI,102,370,25,21,148,0
SEA 43-2065,KI,106,547,49,24,179,0
SEA 43-2068,KI,144,425,31,16,191,0
SEA 36-2164,KI,163,310,27,25,215,0
BEAR CREEK,KI,165,452,84,26,275,0
KMR 46-0473,KI,144,438,86,23,253,0
SEA 37-1825,KI,193,704,70,33,296,0
SEA 36-1382,KI,158,374,52,23,233,0
